5	0.1
yv√§r	d	3	r	102	t	1
yxvar	a	2
yyad,	 	1
yyads	 	2
yzjko	v	1
y√∂ng	y	1
y√∂rg	y	2
y√∂ri	,	1
y√∂sp	a	1
y≈Ñsk	i	1
y≈ëri	 	4	!	1	,	5	s	1
y‚Äù 	e	1
y‚Äù,	 	1
z Agu	i	1
z De 	U	4
z G√≥	r	1
z Lew	a	9
z Mar	t	1
z Pot	o	7
z Pre	s	4
z Sak	i	1
z Ter	l	1
z W≈Ç	a	2
z att	 	3
z de 	U	1
z del	 	1
z ett	 	1
z f√∂	r	2
z har	 	1
z i 1	,	1
z i m	a	1
z ini	t	2
z och	 	3
z pr√	§	1
z rek	o	1
z sad	e	1
z sam	t	1
z sat	t	1
z som	 	1
z st√	§	1
z s√•	 	1
z til	l	1
z vid	 	1
z v√§	l	1
z √§n	d	1
z √§r	 	1
z √•r	 	1
z! Ja	g	1
z' be	t	2
z, Ar	m	1
z, Ja	n	1
z, Jo	s	1
z, Ra	f	1
z, at	t	1
z, b√	∂	1
z, so	m	3
z, ta	l	1
z, vi	c	1
z-Sch	m	19
z-ban	d	13
z-fre	k	1
z-f√∂	r	1
z-par	t	1
z..I 	e	1
z/ban	d	1
z? Ne	j	1
za el	l	1
za f√	∂	1
za ha	n	1
za in	n	1
za oc	h	1
za sa	m	1
za sk	a	1
za √§	r	1
za, M	o	1
za, e	f	1
za, v	i	1
za-un	i	1
za. E	U	1
za..F	√	1
zabet	h	1
zade 	a	1
zak o	c	1	m	1
zakst	a	2
zalsk	i	1
zana 	R	1
zani 	-	1
zani,	 	2
zarem	s	3
zas I	m	1
zas b	e	1
zavel	a	1
zawa 	-	1	k	1	o	1	s	1
zawa)	 	1
zawa,	 	1
zbeki	s	1
zczy≈	Ñ	1
ze fi	t	1
ze, √	∂	1
zeczp	o	1
zegor	z	1
zegov	i	2
zej P	o	1
zek W	a	2
zek a	t	2
zek k	o	1
zeks 	b	1
zelj 	e	1
zelj,	 	2
zelj-	b	1
zeljs	 	1
zens 	i	1
zerba	j	44
zerie	n	1
zeris	k	1
zeros	t	2
zes e	k	1
zi bo	r	1
zi s√	•	1
zi ut	a	1
zi. G	√	1
zi..V	i	1
zia T	o	1
zibed	r	1
zien 	o	1
zien.	.	2
zigst	a	1
zimar	k	1
zio R	i	13
ziste	r	1
zistr	e	1
zjan 	√	2	a	2	b	3	d	1	e	1	f	1	g	1	h	2	i	1	k	1	m	1	o	7	r	1	s	3	t	1	v	3
zjan,	 	4
zjan.	.	2
zjans	 	5	k	1
zjan‚	Ä	1
zjkov	.	1
zjnij	 	10
zka, 	e	1
zkana	l	1
zko, 	h	1
zk√Ω,	 	1
zlodu	y	1
zloty	.	1
zl√≥ 	A	2	B	4	K	1	T	2
zmann	 	1
zobut	 	1
zofre	n	1
zog f	√	1
zon d	√	1
zon f	√	2	r	1
zon i	 	1
zon m	e	2	o	1
zon, 	o	1
zon..	D	1	J	1	S	1
zonen	 	9	.	1
zoner	 	2	n	1
zoni 	o	1
zorer	n	2
zovia	 	1
zowsz	e	2
zposp	o	1
zprom	 	1
zrege	r	1
zsef 	S	3
zy Bu	z	4
zy Le	c	1
zy el	l	1
zy ha	r	1
zy ko	m	1
zy oc	h	2
zy≈Ñs	k	1
zzoni	 	1
z√°je	r	3
z√®s 	o	2	s	1
z√®s,	 	2
z√®s?	 	1
z√©ke	l	2
Äù (A	n	1
Äù (E	I	1
Äù (Y	o	1
Äù (e	n	1	u	1
Äù (s	o	1
Äù (u	t	1
Äù - 	√	1	e	2	h	1	m	1	p	1	s	2
Äù 20	0	1
Äù De	t	7
Äù D√	§	1
Äù Ha	n	1
Äù He	n	1
Äù Ja	g	1
Äù Ku	l	1
Äù Ma	n	1
Äù Om	 	2
Äù Re	s	1
Äù Sl	u	1
Äù Vi	 	2	k	1
Äù [A	l	1
Äù al	l	1
Äù an	v	1
Äù ar	b	1
Äù at	t	1
Äù av	 	6
Äù be	h	1	s	1	t	3
Äù bl	i	1
Äù bu	d	1
Äù b√	∂	2
Äù de	m	1	n	1	s	3	t	1
Äù dv	s	1
Äù d√	§	1	•	1
Äù ef	t	1
Äù el	l	6
Äù en	d	1	e	1	l	2
Äù fa	l	1
Äù fl	y	1
Äù fr	√	4	a	3
Äù f√	•	1	∂	11
Äù ge	n	1
Äù gj	o	1
Äù g√	∂	1
Äù ha	n	1	r	4
Äù he	l	1
Äù ho	s	1
Äù h√	§	1	•	1
Äù i 	d	2	e	1	k	1	p	1	r	2	s	3
Äù in	k	1	o	1	t	1
Äù jo	r	1
Äù ka	n	1
Äù ko	m	7
Äù ku	n	1
Äù li	s	3
Äù l√	•	2
Äù ma	k	1	r	1
Äù me	d	3	l	1	n	2	t	1
Äù mo	t	2
Äù na	m	1
Äù n√	§	1	•	1
Äù oc	h	37
Äù of	f	1
Äù om	 	2
Äù or	g	1
Äù pr	a	1	e	1
Äù p√	•	2
Äù re	g	1	s	1
Äù sa	d	1	m	2
Äù si	n	1
Äù sk	a	3
Äù sl	u	1
Äù so	m	19
Äù st	a	1	r	1
Äù s√	§	1	•	2
Äù ti	l	15
Äù tr	o	1
Äù tv	i	1
Äù ut	a	1	g	2	v	1
Äù va	r	3
Äù vi	k	1	l	1
Äù √§	r	16
Äù' i	n	1
Äù) i	 	1
Äù) o	c	3
Äù) s	k	1
Äù), 	i	2	j	1
Äù). 	S	1	V	1
Äù, C	a	1
Äù, a	n	1
Äù, b	e	1	l	1
Äù, d	√	4	e	3	r	2	v	2
Äù, e	f	5	l	2	n	1	t	2
Äù, f	√	1	r	1
Äù, h	a	1
Äù, i	 	2	n	1
Äù, k	o	1
Äù, m	e	6	y	1
Äù, n	√	3
Äù, o	a	1	c	11	m	1
Äù, p	√	2
Äù, s	√	2	a	1	k	1	o	14
Äù, t	.	1	i	1
Äù, v	i	6
Äù, √	§	1
Äù, ‚	Ä	5
Äù-af	f	1
Äù-m√	§	3
Äù-pr	i	2	o	1
Äù-re	g	1
Äù-ru	b	1
Äù-sy	n	1	s	2
Äù. A	n	1	t	1	v	1
Äù. B	√	1	N	1	r	2
Äù. D	√	2	e	32
Äù. E	U	2	n	2	r	1
Äù. F	√	3
Äù. H	√	2	a	1	i	1
Äù. I	 	7	n	3
Äù. J	a	14
Äù. K	o	2
Äù. M	a	1	e	4
Äù. N	√	3	a	1	i	1
Äù. O	m	3
Äù. P	√	3	r	2
Äù. R	e	1
Äù. S	k	1	n	1	t	1	y	1
Äù. T	u	1
Äù. U	n	1	t	3
Äù. V	a	3	i	14
Äù. Y	r	1
Äù. √	Ñ	1
Äù..A	v	1
Äù..D	e	6
Äù..E	U	1	k	1	t	1
Äù..F	√	1	a	1
Äù..H	a	1	e	1
Äù..I	 	2	n	1
Äù..J	a	3
Äù..M	e	3
Äù..U	t	4
Äù..V	i	3
Äù.Vi	 	1
Äù1. 	E	1
Äù28:	e	2
Äù: a	n	1
Äù? √	Ñ	1
ÄùAgr	i	1
ÄùAkt	i	1
ÄùAtt	 	5
ÄùBNP	 	2
ÄùBor	t	20
ÄùBou	n	1
ÄùCap	t	1
ÄùDen	 	5
ÄùDet	 	3	t	1
ÄùDig	i	1
ÄùDit	t	3
ÄùDod	d	1
ÄùEU 	s	1
ÄùEU‚	Ä	1
ÄùEn 	E	1	a	5	n	1
ÄùEra	s	1
ÄùEri	n	1
ÄùEtt	 	3
ÄùEur	o	16
ÄùFin	n	1
ÄùFr√	•	1
ÄùF√§	r	2
ÄùF√∂	r	7
ÄùGeo	g	1
ÄùG√∂	r	1
ÄùHan	d	1
ÄùHow	 	1
ÄùHur	 	1
ÄùI U	n	1
ÄùInn	o	5
ÄùInv	e	1
ÄùJa,	 	1
ÄùJag	 	2
ÄùJa‚	Ä	6
ÄùKem	i	1
ÄùKom	m	2
ÄùKul	t	1
ÄùK√§	r	1
ÄùLis	s	1
ÄùLit	e	2
ÄùLiv	s	2
ÄùL√•	t	1
ÄùMad	e	4
ÄùMak	e	1
ÄùMot	r	1
ÄùNat	o	1
ÄùN√§	r	1
ÄùOke	j	1
ÄùPav	l	1
ÄùPre	s	1
ÄùRoc	k	1
ÄùRum	√	2
ÄùR√§	d	1	t	1
ÄùR√•	d	1
ÄùSam	a	2	m	1
ÄùSko	g	1
ÄùSkr	√	1
ÄùS√§	r	1
ÄùS√•	 	1
ÄùTyv	√	1
ÄùUng	a	3
ÄùUni	o	1
ÄùUta	n	1
ÄùVar	 	1
ÄùVi 	√	2	a	1	f	1	g	1	h	3
ÄùVot	e	1
Äù[√∂	]	1
Äùakt	i	1
Äùall	a	1
Äùanm	√	1
Äùanp	a	2
Äùans	t	4	v	1
Äùanv	√	1
Äùarb	e	5
Äùart	i	1
Äùatt	 	5
Äùavk	o	1
Äùavr	e	1
Äùavs	t	1
Äùbac	k	3
Äùbar	n	2
Äùbef	√	3	r	1
Äùbeg	√	2
Äùbes	p	1
Äùbid	r	1
Äùbis	t	1
Äùbli	v	1
Äùblu	f	1
Äùbot	t	1
Äùbre	d	1
Äùbri	s	1
Äùbus	i	2
Äùbyg	g	1
Äùb√∂	r	2
Äùcoh	e	1
Äùcom	m	1
Äùcoo	p	1
Äùde 	5	1	f	1	h	1	m	1	t	1
Äùdel	e	1
Äùdem	o	1
Äùden	 	4
Äùdet	 	3
Äùdig	i	1
Äùdik	t	1
Äùdis	c	1
Äùdiv	e	1
Äùdum	‚	1	p	1
Äùeft	e	1
Äùegn	a	1
Äùeko	n	1
Äùen 	a	1	b	1	d	1	e	2	g	1	t	1
Äùena	t	1
Äùenh	e	1
Äùent	e	1	r	2
Äùett	 	4	-	1
Äùeur	o	5
Äùexa	k	1
Äùexc	e	1
Äùexk	l	1
Äùexp	e	1
Äùext	r	1
Äùfin	a	1	g	1
Äùfla	g	1
Äùfle	x	1
Äùflo	c	1
Äùfon	d	1
Äùfor	t	1
Äùfra	m	1
Äùfri	 	1	h	1	v	2
Äùfr√	•	1
Äùful	l	1
Äùf√•	n	1
Äùf√∂	l	2	r	17
Äùgam	l	1
Äùgar	a	2
Äùgem	e	4
Äùgen	o	1	t	4
Äùgig	a	1
Äùgod	a	1
Äùgol	d	1
Äùgru	n	1
Äùgr√	∂	6
Äùhan	d	1
Äùhar	 	1
Äùhas	t	1
Äùhel	t	2
Äùhis	t	2
Äùhum	a	1
Äùhur	 	1
Äùh√•	l	1
Äùh√∂	g	2
Äùi s	t	1
Äùick	e	1
Äùind	u	1
Äùinf	o	1
Äùinn	o	2
Äùino	m	1
Äùinr	√	1	i	1
Äùint	e	2
Äùisl	a	1
Äùja,	 	1
Äùja‚	Ä	6
Äùjur	i	1
Äùkan	s	1
Äùkat	a	1
Äùkli	p	1
Äùkoa	l	1
Äùkom	m	1	p	1
Äùkon	k	3	t	1	v	2
Äùkre	a	1	d	1
Äùkul	t	1
Äùkva	l	1
Äùk√§	m	1
Äùlag	s	1
Äùleg	i	1
Äùlev	a	1
Äùlik	a	1
Äùlil	l	1
Äùliv	s	1
Äùlob	b	1
Äùluf	t	2
Äùl√§	m	1
Äùmad	e	5
Äùman	 	2
Äùmar	k	1
Äùmas	s	1
Äùmat	e	1
Äùmed	e	1
Äùmel	l	1
Äùmen	t	1
Äùmer	‚	2	 	2
Äùmil	j	1
Äùmin	d	2
Äùmis	s	1
Äùmju	k	2
Äùmor	a	1
Äùmot	r	1
Äùmyc	k	1
Äùm√•	l	1	s	1
Äùm√∂	j	2
Äùnan	o	1
Äùnat	i	2	u	1
Äùneg	a	5
Äùnej	‚	2	,	1
Äùnet	t	1
Äùnja	,	1
Äùno 	b	1	d	1	e	1
Äùnot	 	1
Äùnyc	k	1
Äùnyl	a	1
Äùn√§	r	1
Äùobl	i	1
Äùoch	 	1
Äùoff	e	2
Äùom 	d	1
Äùomf	a	1
Äùom‚	Ä	1
Äùosa	n	1
Äùoss	‚	1
Äùpar	t	1
Äùpat	r	1
Äùpen	g	1	s	1
Äùpop	u	1
Äùpos	i	2
Äùpre	d	1
Äùpri	m	1	s	1
Äùpro	d	1	j	1	t	2
Äùref	o	2
Äùrek	o	1
Äùren	t	1
Äùrid	√	1
Äùroc	k	1
Äùros	o	1
Äùr√§	t	3
Äùsam	f	1	m	1
Äùsex	p	1
Äùsig	n	1
Äùsix	-	1
Äùska	d	1	p	4
Äùskr	√	2
Äùsku	g	1
Äùsma	r	1
Äùsmu	t	1
Äùsna	r	1
Äùsoc	i	1	k	1
Äùsof	t	1
Äùsol	i	2
Äùsop	t	1
Äùspe	c	1	t	1
Äùsti	m	1
Äùsto	r	2
Äùstr	i	1
Äùst√	§	1	∂	1
Äùsub	p	1
Äùsup	e	2
Äùsva	g	1	r	1
Äùs√§	l	1
Äùtan	d	1
Äùter	r	5
Äùtil	l	3
Äùtra	d	1
Äùtry	g	1
Äùtv√	§	1
Äùund	e	2
Äùupp	m	1
Äùurs	p	1
Äùutg	√	1
Äùutp	r	1
Äùval	f	1
Äùvem	 	1
Äùver	k	4
Äùvi 	b	2	k	1
Äùvik	t	1
Äùvir	t	1
Äùvis	s	1
Äùvit	a	1
Äùv√§	l	3	r	2
Äùv√•	r	1
Äùytt	e	1
ÄùùDe	t	3
ÄùùKo	m	1
ÄùùR√	•	1
ÄùùSo	m	1
ÄùùV√	•	1
Äùù‚Ä	ù	3
Äù√Ñn	t	1
Äù√ñp	p	1
Äù√§n	d	1
Äù√•t	e	1
Äù√∂m	s	1
Äù√∂p	p	5
Äù√∂v	e	1
Ä¢ En	t	1
Ä¢ Fr	√	1
Ä¢ F√	∂	1
Ä¢ Li	v	1
Ä¢ Sk	a	1
Ä¢ St	√	1
Ä¢ Up	p	1
Ä¢ Ut	b	1
Åd√°m	 	1
Ågnes	 	9
Ç Zal	e	1
Ç Zie	m	1
Çadys	≈	2
Çaw L	e	2
Çaw W	i	1
Çaw Z	e	2
Çƒôsa	 	1	,	1
Ésesc	u	1
Éu om	 	1
Éu p√	•	1
Éu, h	a	1
Éubet	√	1
Éus b	e	3
Éus i	n	1
Ñkta 	o	1
Ñmbet	e	2
Ñmnet	 	1
Ñn en	 	1
Ñn i 	d	2
Ñn me	r	1
Ñn s√	•	2
Ñn v√	§	1
Ñnda 	f	1	s	3	t	1
Ñndri	n	8
Ñnd√•	 	27
Ñnnu 	√	1	e	1	f	1	v	3
Ñntli	g	2
Ñr 20	2	1
Ñr al	l	2
Ñr de	s	1	t	25
Ñr du	 	3
Ñr d√	•	1
Ñr f√	∂	1
Ñr in	t	1
Ñr ko	m	6
Ñr om	t	1
Ñr re	s	1
Ñr si	t	1
Ñr ti	l	1
Ñrade	 	1
Ñrend	e	3
Ñrlig	t	2
Ñsk e	n	1
Ñsk s	t	1
Ñski 	f	1
Ñven 	‚	1	E	1	T	1	a	2	b	1	d	9	f	1	h	10	i	8	j	3	l	1	m	1	n	2	o	129	p	1	s	1	t	3	u	1	y	1
Ö and	r	45
Ö ena	 	21
Ö ska	t	1
Ökarn	a	1
Ör 19	7	1	8	1	9	3
Ör 20	0	18	1	12	2	2	5	1
Ör ef	t	1
Ören 	1	1
Örhus	k	1
Örlig	 	1
Ösa W	e	1
Öt vi	l	1
Ötaga	n	3
Öterf	√	1
Öteri	g	3
Öteru	p	2
Öterv	i	1
Ötg√§	r	15
Ötmin	s	3
Ötski	l	1
Ötstr	a	4
Ötton	d	2
á int	e	1
á och	 	1
ç n√§	m	1
ç sam	t	1
ç und	a	1
ç, ef	t	1
ç, oc	h	1
ç, so	m	1
ç. De	t	1
ç..De	t	1
çek o	c	1
çi≈´t	ƒ	1
çnik 	√	1	a	1	f	1	h	1	l	1
çnik,	 	2
çoviƒ	ç	6
çov√°	s	1
ç√≠ko	v	1
êry f	r	1
ë Gy√	∂	1
ë Gy≈	ë	7
ë i U	n	1
ë7-01	6	1
ëk√©s	 	1	,	1
ëri f	√	1	r	1
ëri o	c	1
ëri t	y	1
ëri! 	J	1
ëri, 	e	2	h	1	k	1	s	1
ëris 	s	1
í7-03	1	1
ì Mor	k	1
ñkad 	e	2	p	1	r	1
ñkade	 	2
ñkand	e	1
ñkat 	s	2
ñknin	g	5
ñmses	i	5
ñppen	h	14
ñppna	 	2
ñst- 	o	1
ñster	n	4	r	28
ñsteu	r	14
ñstra	 	1
ñstti	m	2
ñver 	1	2	3	1	6	1	8	1	h	3
ñvera	l	1
ñvere	n	5
ñverg	√	4	r	2
ñverl	√	1
ñvers	√	3	t	1	y	10
ñvert	i	1	r	1
ñverv	√	1	a	8
ó), h	a	1
ó, me	n	1
ó, ta	l	1
ó-Mik	u	1
ód El	 	1
ónien	o	1
ôich 	V	6
ôsa f	√	1
ôsa, 	M	1
ù (An	d	1
ù (EI	T	1
ù (Yo	u	1
ù (en	 	1
ù (eu	r	1
ù (so	m	1
ù (ut	s	1
ù - e	n	1	t	1
ù - h	a	1
ù - m	o	1
ù - p	√	1
ù - s	o	2
ù - √	§	1
ù 200	6	1
ù Det	 	7
ù D√§	r	1
ù Han	 	1
ù Hen	n	1
ù Jag	 	1
ù Kul	t	1
ù Man	 	1
ù Om 	d	1	m	1
ù Res	p	1
ù Slu	t	1
ù Vi 	b	1	r	1
ù Vik	t	1
ù [Al	l	1
ù all	a	1
ù anv	√	1
ù arb	e	1
ù att	 	1
ù av 	D	1	F	1	a	1	d	1	e	1	p	1
ù beh	√	1
ù bes	l	1
ù bet	e	1	y	2
ù bli	v	1
ù bud	g	1
ù b√∂	r	2
ù dem	 	1
ù den	 	1
ù des	s	3
ù det	 	1
ù dvs	.	1
ù d√§	r	1
ù d√•	 	1
ù eft	e	1
ù ell	e	6
ù end	a	1
ù ene	r	1
ù enl	i	2
ù fal	l	1
ù fly	g	1
ù fra	m	3
ù fr√	•	4
ù f√•	 	1
ù f√∂	r	11
ù gen	o	1
ù gjo	r	1
ù g√∂	r	1
ù han	d	1
ù har	 	4
ù hel	a	1
ù hos	 	1
ù h√§	r	1
ù h√•	l	1
ù i d	e	2
ù i e	n	1
ù i k	o	1
ù i p	r	1
ù i r	√	1	e	1
ù i s	a	1	i	1	t	1
ù ink	√	1
ù ino	m	1
ù int	e	1
ù jor	d	1
ù kan	 	1
ù kom	m	7
ù kun	d	1
ù lis	t	3
ù l√•	n	1	t	1
ù mak	t	1
ù mar	k	1
ù med	 	2	l	1
ù mel	l	1
ù men	a	2
ù met	o	1
ù mot	 	2
ù nam	n	1
ù n√§	r	1
ù n√•	g	1
ù och	 	37
ù off	e	1
ù om 	j	1	r	1
ù org	a	1
ù pra	g	1
ù pre	s	1
ù p√•	 	2
ù reg	i	1
ù res	u	1
ù sad	e	1
ù sam	t	2
ù sin	a	1
ù ska	 	2	p	1
ù slu	t	1
ù som	 	19
ù sta	d	1
ù str	√	1
ù s√§	r	1
ù s√•	d	1	s	1
ù til	l	15
ù tro	t	1
ù tvi	n	1
ù uta	n	1
ù utg	√	2
ù utv	i	1
ù var	 	3
ù vik	t	1
ù vil	l	1
ù √§r	 	16
ù' in	o	1
ù) i 	d	1
ù) oc	h	3
ù) sk	u	1
ù), i	n	2
ù), j	a	1
ù). S	√	1
ù). V	i	1
ù, Ca	t	1
ù, an	s	1
ù, be	t	1
ù, bl	.	1
ù, de	l	1	n	1	t	1
ù, dr	a	2
ù, dv	s	2
ù, d√	§	3	•	1
ù, ef	t	5
ù, el	l	2
ù, en	l	1
ù, et	t	2
ù, fr	√	1
ù, f√	∂	1
ù, ha	r	1
ù, i 	e	1	s	1
ù, in	t	1
ù, ko	m	1
ù, me	d	2	n	4
ù, my	c	1
ù, n√	§	2	•	1
ù, oa	v	1
ù, oc	h	11
ù, om	 	1
ù, p√	•	2
ù, sa	m	1
ù, sk	u	1
ù, so	m	14
ù, s√	§	1	•	1
ù, t.	e	1
ù, ti	l	1
ù, vi	l	6
ù, √§	r	1
ù, ‚Ä	ù	5
ù-aff	i	1
ù-m√§	r	3
ù-pri	n	2
ù-pro	c	1
ù-reg	e	1
ù-rub	r	1
ù-syn	s	1
ù-sys	t	2
ù. An	d	1
ù. At	t	1
ù. Av	 	1
ù. BN	P	1
ù. Br	u	2
ù. B√	•	1
ù. De	 	2	b	1	n	4	s	3	t	22
ù. D√	§	2
ù. EU	-	1	:	1
ù. En	 	2
ù. Er	t	1
ù. F√	∂	3
ù. Ha	n	1
ù. Hi	s	1
ù. H√	§	2
ù. I 	K	1	b	1	d	1	e	2	m	1	n	1
ù. In	l	1	s	1	t	1
ù. Ja	g	14
ù. Ko	m	1	n	1
ù. Ma	n	1
ù. Me	d	3	n	1
ù. Na	t	1
ù. Ni	 	1
ù. N√	§	3
ù. Om	 	3
ù. Pr	i	1	o	1
ù. P√	•	3
ù. Re	s	1
ù. Sk	a	1
ù. Sn	a	1
ù. St	o	1
ù. Sy	f	1
ù. Tu	r	1
ù. Un	d	1
ù. Ut	a	2	b	1
ù. Va	d	3
ù. Vi	 	10	d	3	l	1
ù. Yr	k	1
ù. √Ñ	v	1
ù..Av	s	1
ù..De	n	1	t	5
ù..EU	:	1
ù..Ek	o	1
ù..Et	t	1
ù..Fa	k	1
ù..F√	∂	1
ù..Ha	n	1
ù..He	r	1
ù..I 	b	1	r	1
ù..In	t	1
ù..Ja	g	3
ù..Me	d	2	n	1
ù..Ut	a	3	s	1
ù..Vi	 	1	d	2
ù.Vi 	b	1
ù1. E	u	1
ù28:e	 	2
ù: an	v	1
ù? √Ñ	r	1
ùAgri	c	1
ùAkti	v	1
ùAtt 	d	1	f	1	g	1	t	2
ùBNP 	h	1	i	1
ùBort	o	20
ùBoun	d	1
ùCapt	a	1
ùDen 	e	1	g	1	i	2	u	1
ùDet 	b	1	f	1	g	1	h	1	k	1	l	1
ùDett	a	1
ùDigi	t	1
ùDitt	 	3
ùDodd	-	1
ùEU s	o	1
ùEU‚Ä	ù	1
ùEn E	U	1
ùEn a	g	5
ùEn n	y	1
ùEras	m	1
ùErin	 	1
ùEtt 	e	1	l	1	s	1
ùEuro	p	16
ùFinn	s	1
ùFr√•	n	1
ùF√§r	d	2
ùF√∂r	 	4	e	3
ùGeog	r	1
ùG√∂r	 	1
ùHand	l	1
ùHow 	M	1
ùHur 	f	1
ùI Un	g	1
ùInno	v	5
ùInve	s	1
ùJa, 	j	1
ùJag 	k	1	s	1
ùJa‚Ä	ù	6
ùKemi	 	1
ùKomm	i	3
ùKult	u	1
ùK√§r	a	1
ùLiss	a	1
ùLite	 	2
ùLivs	l	2
ùL√•t	 	1
ùMade	 	4
ùMake	d	1
ùMotr	e	1
ùNato	 	1
ùN√§r	 	1
ùOkej	 	1
ùPavl	o	1
ùPres	i	1
ùRock	 	1
ùRum√	§	2
ùR√§d	d	1
ùR√§t	t	1
ùR√•d	e	2
ùSama	r	2
ùSamm	a	1
ùSkog	s	1
ùSkr√	§	1
ùSom 	l	1
ùS√§r	s	1
ùS√• 	h	1
ùTyv√	§	1
ùUnga	 	3
ùUnio	n	1
ùUtan	 	1
ùVar 	i	1
ùVi a	n	1
ùVi f	i	1
ùVi g	i	1
ùVi h	a	3
ùVi √	§	2
ùVote	 	1
ùV√•r	 	1
ù[√∂]	p	1
ùakti	v	1
ùalla	 	1
ùanm√	§	1
ùanpa	s	2
ùanst	√	4
ùansv	a	1
ùanv√	§	1
ùarbe	t	5
ùarti	g	1
ùatt 	f	1	h	1	u	1	v	2
ùavko	p	1
ùavre	g	1
ùavst	√	1
ùback	 	1	-	1	s	1
ùbarn	d	1	e	1
ùbefr	i	1
ùbef√	§	3
ùbeg√	§	1	•	1
ùbesp	a	1
ùbidr	a	1
ùbist	√	1
ùbliv	a	1
ùbluf	f	1
ùbott	o	1
ùbred	d	1
ùbris	t	1
ùbusi	n	2
ùbygg	a	1
ùb√∂r	d	2
ùcohe	r	1
ùcomm	u	1
ùcoop	e	1
ùde 5	0	1
ùde f	a	1
ùde h	i	1
ùde m	√	1
ùde t	r	1
ùdele	g	1
ùdemo	k	1
ùden 	e	2	i	1	n	1
ùdet 	e	1	f	2
ùdigi	t	1
ùdikt	a	1
ùdisc	i	1
ùdive	r	1
ùdump	a	1
ùdum‚	Ä	1
ùefte	r	1
ùegna	 	1
ùekon	o	1
ùen a	l	1
ùen b	r	1
ùen d	e	1
ùen e	k	1	n	1
ùen g	r	1
ùen t	r	1
ùenat	‚	1
ùenhe	t	1
ùente	r	1
ùentr	e	2
ùett 	3	1	i	1	n	1	v	1
ùett-	K	1
ùeuro	p	5
ùexak	t	1
ùexce	p	1
ùexkl	u	1
ùexpe	r	1
ùextr	e	1
ùfina	n	1
ùfing	e	1
ùflag	g	1
ùflex	i	1
ùfloc	k	1
ùfond	f	1
ùfort	s	1
ùfram	s	1
ùfri 	k	1
ùfrih	e	1
ùfriv	i	2
ùfr√•	g	1
ùfull	s	1
ùf√•n	g	1
ùf√∂l	j	2
ùf√∂r	 	2	e	5	m	2	o	3	s	5
ùgaml	a	1
ùgara	n	2
ùgeme	n	4
ùgeno	m	1
ùgent	l	4
ùgiga	-	1
ùgoda	 	1
ùgold	 	1
ùgrun	d	1
ùgr√∂	n	6
ùhand	e	1
ùhar 	e	1
ùhast	a	1
ùhelt	 	2
ùhist	o	2
ùhuma	n	1
ùhur 	v	1
ùh√•l	l	1
ùh√∂g	 	1	a	1
ùi st	√	1
ùicke	-	1
ùindu	s	1
ùinfo	r	1
ùinno	v	2
ùinom	 	1
ùinri	k	1
ùinr√	§	1
ùinte	l	2
ùisla	m	1
ùja, 	h	1
ùja‚Ä	ù	6
ùjuri	d	1
ùkans	k	1
ùkata	l	1
ùklip	p	1
ùkoal	i	1
ùkomm	i	1
ùkomp	e	1
ùkonk	u	3
ùkont	r	1
ùkonv	e	2
ùkrea	t	1
ùkred	i	1
ùkult	u	1
ùkval	i	1
ùk√§m	p	1
ùlags	t	1
ùlegi	s	1
ùleva	n	1
ùlika	 	1
ùlill	e	1
ùlivs	l	1
ùlobb	y	1
ùluft	f	2
ùl√§m	p	1
ùmade	 	5
ùman 	v	2
ùmark	n	1
ùmass	i	1
ùmate	r	1
ùmede	l	1
ùmell	a	1
ùment	a	1
ùmer 	E	1	f	1
ùmer‚	Ä	2
ùmilj	√	1
ùmind	r	2
ùmiss	l	1
ùmjuk	 	1	a	1
ùmora	l	1
ùmotr	e	1
ùmyck	e	1
ùm√•l	e	1
ùm√•s	t	1
ùm√∂j	l	2
ùnano	m	1
ùnati	o	2
ùnatu	r	1
ùnega	t	5
ùnej,	 	1
ùnej‚	Ä	2
ùnett	o	1
ùnja,	 	1
ùno b	a	1
ùno d	e	1
ùno e	x	1
ùnot 	i	1
ùnyck	e	1
ùnyla	n	1
ùn√§r	‚	1
ùobli	g	1
ùoch 	o	1
ùoffe	n	2
ùom d	e	1
ùomfa	t	1
ùom‚Ä	ù	1
ùosan	n	1
ùoss‚	Ä	1
ùpart	n	1
ùpatr	i	1
ùpeng	a	1
ùpens	i	1
ùpopu	l	1
ùposi	t	2
ùpred	i	1
ùprim	√	1
ùpris	‚	1
ùprod	u	1
ùproj	e	1
ùprot	e	2
ùrefo	r	2
ùreko	m	1
ùrent	 	1
ùrid√	•	1
ùrock	 	1
ùroso	r	1
ùr√§t	t	3
ùsamf	√	1
ùsamm	a	1
ùsexp	a	1
ùsign	i	1
ùsix-	p	1
ùskad	a	1
ùskap	a	4
ùskr√	§	2
ùskug	g	1
ùsmar	t	1
ùsmut	s	1
ùsnar	a	1
ùsoci	a	1
ùsock	r	1
ùsoft	 	1
ùsoli	d	2
ùsopt	u	1
ùspec	i	1
ùspet	s	1
ùstim	u	1
ùstor	‚	1	a	1
ùstri	k	1
ùst√§	d	1
ùst√∂	d	1
ùsubp	r	1
ùsupe	r	2
ùsvag	a	1
ùsvar	t	1
ùs√§l	j	1
ùtand	l	1
ùterr	i	5
ùtill	f	1	v	2
ùtrad	i	1
ùtryg	g	1
ùtv√§	r	1
